9.000000e-02,-2.000000e-02
9.000442e-02,-2.000317e-02
9.000866e-02,-2.000580e-02
9.001294e-02,-2.000819e-02
9.001723e-02,-2.001050e-02
9.002150e-02,-2.001279e-02
9.002576e-02,-2.001504e-02
9.003000e-02,-2.001727e-02
9.003424e-02,-2.001946e-02
9.003848e-02,-2.002161e-02
9.004271e-02,-2.002374e-02
9.004693e-02,-2.002583e-02
9.005114e-02,-2.002790e-02
9.005535e-02,-2.002993e-02
9.005955e-02,-2.003193e-02
9.006374e-02,-2.003391e-02
9.006792e-02,-2.003585e-02
9.007210e-02,-2.003777e-02
9.007627e-02,-2.003965e-02
9.008044e-02,-2.004151e-02
9.008459e-02,-2.004334e-02
9.008874e-02,-2.004514e-02
9.009289e-02,-2.004692e-02
9.009702e-02,-2.004866e-02
9.010115e-02,-2.005039e-02
9.010527e-02,-2.005208e-02
9.010939e-02,-2.005375e-02
9.011350e-02,-2.005539e-02
9.011760e-02,-2.005701e-02
9.012169e-02,-2.005861e-02
9.012578e-02,-2.006018e-02
9.012986e-02,-2.006172e-02
9.013394e-02,-2.006324e-02
9.013800e-02,-2.006474e-02
9.014207e-02,-2.006621e-02
9.014612e-02,-2.006766e-02
9.015017e-02,-2.006909e-02
9.015421e-02,-2.007050e-02
9.015824e-02,-2.007188e-02
9.016227e-02,-2.007324e-02
9.016629e-02,-2.007458e-02
9.017030e-02,-2.007590e-02
9.017431e-02,-2.007720e-02
9.017831e-02,-2.007848e-02
9.018231e-02,-2.007973e-02
9.018630e-02,-2.008097e-02
9.019028e-02,-2.008218e-02
9.019425e-02,-2.008338e-02
9.019822e-02,-2.008456e-02
9.020218e-02,-2.008571e-02
9.020614e-02,-2.008685e-02
9.021009e-02,-2.008797e-02
9.021403e-02,-2.008907e-02
9.021796e-02,-2.009016e-02
9.022189e-02,-2.009122e-02
9.022582e-02,-2.009227e-02
9.022973e-02,-2.009330e-02
9.023364e-02,-2.009431e-02
9.023755e-02,-2.009530e-02
9.024144e-02,-2.009628e-02
9.024533e-02,-2.009724e-02
9.024922e-02,-2.009818e-02
9.025310e-02,-2.009911e-02
9.025697e-02,-2.010002e-02
9.026083e-02,-2.010092e-02
9.026469e-02,-2.010180e-02
9.026855e-02,-2.010267e-02
9.027239e-02,-2.010351e-02
9.027623e-02,-2.010435e-02
9.028006e-02,-2.010517e-02
9.028389e-02,-2.010597e-02
9.028771e-02,-2.010676e-02
9.029153e-02,-2.010754e-02
9.029534e-02,-2.010830e-02
9.029914e-02,-2.010905e-02
9.030293e-02,-2.010978e-02
9.030672e-02,-2.011050e-02
9.031051e-02,-2.011121e-02
9.031428e-02,-2.011190e-02
9.031805e-02,-2.011258e-02
9.032182e-02,-2.011325e-02
9.032558e-02,-2.011390e-02
9.032933e-02,-2.011454e-02
9.033307e-02,-2.011517e-02
9.033681e-02,-2.011579e-02
9.034055e-02,-2.011640e-02
9.034428e-02,-2.011699e-02
9.034800e-02,-2.011757e-02
9.035171e-02,-2.011814e-02
9.035542e-02,-2.011870e-02
9.035912e-02,-2.011924e-02
9.036282e-02,-2.011978e-02
9.036651e-02,-2.012030e-02
9.037019e-02,-2.012082e-02
9.037387e-02,-2.012132e-02
9.037754e-02,-2.012181e-02
9.038121e-02,-2.012229e-02
9.038487e-02,-2.012276e-02
9.038852e-02,-2.012322e-02
9.039217e-02,-2.012367e-02
9.039581e-02,-2.012411e-02
9.039944e-02,-2.012454e-02
9.040307e-02,-2.012496e-02
9.040669e-02,-2.012537e-02
9.041031e-02,-2.012578e-02
9.041392e-02,-2.012617e-02
9.041753e-02,-2.012655e-02
9.042112e-02,-2.012692e-02
9.042472e-02,-2.012729e-02
9.042830e-02,-2.012765e-02
9.043188e-02,-2.012799e-02
9.043546e-02,-2.012833e-02
9.043902e-02,-2.012866e-02
9.044259e-02,-2.012898e-02
9.044614e-02,-2.012929e-02
9.044969e-02,-2.012960e-02
9.045324e-02,-2.012990e-02
9.045677e-02,-2.013018e-02
9.046031e-02,-2.013046e-02
9.046383e-02,-2.013074e-02
9.046735e-02,-2.013100e-02
9.047086e-02,-2.013126e-02
9.047437e-02,-2.013151e-02
9.047787e-02,-2.013175e-02
9.048137e-02,-2.013199e-02
9.048486e-02,-2.013222e-02
9.048834e-02,-2.013244e-02
9.049182e-02,-2.013265e-02
9.049529e-02,-2.013286e-02
9.049876e-02,-2.013306e-02
9.050222e-02,-2.013325e-02
9.050567e-02,-2.013344e-02
9.050912e-02,-2.013362e-02
9.051256e-02,-2.013379e-02
9.051599e-02,-2.013396e-02
9.051942e-02,-2.013412e-02
9.052285e-02,-2.013427e-02
9.052626e-02,-2.013442e-02
9.052968e-02,-2.013457e-02
9.053308e-02,-2.013470e-02
9.053648e-02,-2.013483e-02
9.053987e-02,-2.013496e-02
9.054326e-02,-2.013508e-02
9.054664e-02,-2.013519e-02
9.055002e-02,-2.013530e-02
9.055339e-02,-2.013540e-02
9.055675e-02,-2.013550e-02
9.056011e-02,-2.013559e-02
9.056346e-02,-2.013567e-02
9.056681e-02,-2.013575e-02
9.057015e-02,-2.013583e-02
9.057349e-02,-2.013590e-02
9.057681e-02,-2.013596e-02
9.058014e-02,-2.013602e-02
9.058345e-02,-2.013608e-02
9.058676e-02,-2.013613e-02
9.059007e-02,-2.013618e-02
9.059337e-02,-2.013622e-02
9.059666e-02,-2.013625e-02
9.059995e-02,-2.013629e-02
9.060323e-02,-2.013631e-02
9.060651e-02,-2.013634e-02
9.060977e-02,-2.013636e-02
9.061304e-02,-2.013637e-02
9.061630e-02,-2.013638e-02
9.061955e-02,-2.013639e-02
9.062279e-02,-2.013639e-02
9.062603e-02,-2.013639e-02
9.062927e-02,-2.013638e-02
9.063250e-02,-2.013637e-02
9.063572e-02,-2.013635e-02
9.063894e-02,-2.013634e-02
9.064215e-02,-2.013631e-02
9.064535e-02,-2.013629e-02
9.064855e-02,-2.013626e-02
9.065174e-02,-2.013623e-02
9.065493e-02,-2.013619e-02
9.065811e-02,-2.013615e-02
9.066129e-02,-2.013610e-02
9.066446e-02,-2.013606e-02
9.066762e-02,-2.013601e-02
9.067078e-02,-2.013595e-02
9.067393e-02,-2.013589e-02
9.067708e-02,-2.013583e-02
9.068022e-02,-2.013577e-02
9.068336e-02,-2.013570e-02
9.068649e-02,-2.013563e-02
